codeD,date_obs,t_moy
83,"04/02/2022",11
83,"04/02/2023",10
83,"04/03/2019",13
83,"04/03/2020",11
83,"04/03/2021",10
83,"04/03/2022",10
83,"04/03/2023",10
83,"04/04/2019",10
83,"04/04/2020",12
83,"04/04/2021",14
83,"04/04/2022",9
83,"04/04/2023",11
83,"04/05/2019",16
83,"04/05/2020",16
83,"04/05/2021",14
83,"04/05/2022",16
83,"04/05/2023",17
83,"04/06/2019",20
83,"04/06/2020",19
83,"04/06/2021",19
83,"04/06/2022",24
83,"04/06/2023",20
83,"04/07/2019",26
83,"04/07/2020",24
83,"04/07/2021",22
83,"04/07/2022",26
83,"04/07/2023",24
83,"04/08/2019",24
83,"04/08/2020",25
83,"04/08/2021",22
83,"04/08/2022",27
83,"04/08/2023",24
83,"04/09/2019",25
83,"04/09/2020",21
83,"04/09/2021",23
83,"04/09/2022",25
83,"04/09/2023",25
83,"04/10/2019",18
83,"04/10/2020",16
83,"04/10/2021",20
83,"04/10/2022",18
83,"04/10/2023",21
83,"04/11/2019",17
83,"04/11/2020",16
83,"04/11/2021",12
83,"04/11/2022",15
83,"04/11/2023",14
83,"04/12/2019",13
83,"04/12/2020",10
83,"04/12/2021",10
83,"04/12/2022",13
83,"04/12/2023",9
83,"05/01/2019",8
83,"05/01/2020",10
83,"05/01/2021",5
83,"05/01/2022",10
83,"05/01/2023",11
83,"05/02/2019",9
83,"05/02/2020",12
83,"05/02/2021",14
83,"05/02/2022",12
83,"05/02/2023",11
83,"05/03/2019",13
83,"05/03/2020",10
83,"05/03/2021",12
83,"05/03/2022",10
83,"05/03/2023",9
83,"05/04/2019",11
83,"05/04/2020",12
83,"05/04/2021",13
83,"05/04/2022",9
83,"05/04/2023",10
83,"05/05/2019",13
83,"05/05/2020",16
83,"05/05/2021",16
83,"05/05/2022",16
83,"05/05/2023",17
83,"05/06/2019",19
83,"05/06/2020",20
83,"05/06/2021",21
83,"05/06/2022",24
83,"05/06/2023",20
83,"05/07/2019",27
83,"05/07/2020",23
83,"05/07/2021",25
83,"05/07/2022",28
83,"05/07/2023",25
83,"05/08/2019",24
83,"05/08/2020",24
83,"05/08/2021",23
83,"05/08/2022",27
83,"05/08/2023",25
83,"05/09/2019",24
83,"05/09/2020",22
83,"05/09/2021",23
83,"05/09/2022",25
83,"05/09/2023",24
83,"05/10/2019",21
83,"05/10/2020",15
83,"05/10/2021",18
83,"05/10/2022",18
83,"05/10/2023",21
83,"05/11/2019",15
83,"05/11/2020",17
83,"05/11/2021",13
83,"05/11/2022",16
83,"05/11/2023",16
83,"05/12/2019",13
83,"05/12/2020",7
83,"05/12/2021",9
83,"05/12/2022",11
83,"05/12/2023",10
83,"06/01/2019",10
83,"06/01/2020",11
83,"06/01/2021",5
83,"06/01/2022",9
83,"06/01/2023",11
83,"06/02/2019",9
83,"06/02/2020",9
83,"06/02/2021",14
83,"06/02/2022",10
83,"06/02/2023",10
83,"06/03/2019",10
83,"06/03/2020",11
83,"06/03/2021",12
83,"06/03/2022",8
83,"06/03/2023",10
83,"06/04/2019",10
83,"06/04/2020",13
83,"06/04/2021",12
83,"06/04/2022",10
83,"06/04/2023",11
83,"06/05/2019",13
83,"06/05/2020",18
83,"06/05/2021",16
83,"06/05/2022",16
83,"06/05/2023",17
83,"06/06/2019",20
83,"06/06/2020",20
83,"06/06/2021",20
83,"06/06/2022",25
83,"06/06/2023",21
83,"06/07/2019",26
83,"06/07/2020",26
83,"06/07/2021",23
83,"06/07/2022",27
83,"06/07/2023",25
83,"06/08/2019",26
83,"06/08/2020",23
83,"06/08/2021",24
83,"06/08/2022",28
83,"06/08/2023",24
83,"06/09/2019",22
83,"06/09/2020",23
83,"06/09/2021",23
83,"06/09/2022",25
83,"06/09/2023",23
83,"06/10/2019",19
83,"06/10/2020",16
83,"06/10/2021",18
83,"06/10/2022",18
83,"06/10/2023",20
83,"06/11/2019",13
83,"06/11/2020",16
83,"06/11/2021",13
83,"06/11/2022",15
83,"06/11/2023",15
83,"06/12/2019",13
83,"06/12/2020",8
83,"06/12/2021",9
83,"06/12/2022",11
83,"06/12/2023",9
83,"07/01/2019",9
83,"07/01/2020",10
83,"07/01/2021",5
83,"07/01/2022",8
83,"07/01/2023",13
83,"07/02/2019",9
83,"07/02/2020",9
83,"07/02/2021",11
83,"07/02/2022",13
83,"07/02/2023",8
83,"07/03/2019",14
83,"07/03/2020",13
83,"07/03/2021",11
83,"07/03/2022",8
83,"07/03/2023",11
83,"07/04/2019",11
83,"07/04/2020",14
83,"07/04/2021",9
83,"07/04/2022",14
83,"07/04/2023",12
83,"07/05/2019",13
83,"07/05/2020",18
83,"07/05/2021",18
83,"07/05/2022",17
83,"07/05/2023",17
83,"07/06/2019",18
83,"07/06/2020",20
83,"07/06/2021",20
83,"07/06/2022",26
83,"07/06/2023",21
83,"07/07/2019",28
83,"07/07/2020",25
83,"07/07/2021",23
83,"07/07/2022",26
83,"07/07/2023",25
83,"07/08/2019",26
83,"07/08/2020",25
83,"07/08/2021",22
83,"07/08/2022",27
83,"07/08/2023",23
83,"07/09/2019",22
83,"07/09/2020",22
83,"07/09/2021",23
83,"07/09/2022",25
83,"07/09/2023",24
83,"07/10/2019",20
83,"07/10/2020",18
83,"07/10/2021",18
83,"07/10/2022",19
83,"07/10/2023",20
83,"07/11/2019",13
83,"07/11/2020",16
83,"07/11/2021",12
83,"07/11/2022",15
83,"07/11/2023",13
83,"07/12/2019",12
83,"07/12/2020",8
83,"07/12/2021",10
83,"07/12/2022",10
83,"07/12/2023",8
83,"08/01/2019",8
83,"08/01/2020",11
83,"08/01/2021",7
83,"08/01/2022",10
83,"08/01/2023",14
83,"08/02/2019",11
83,"08/02/2020",10
83,"08/02/2021",10
83,"08/02/2022",10
83,"08/02/2023",7
83,"08/03/2019",12
83,"08/03/2020",11
83,"08/03/2021",10
83,"08/03/2022",8
83,"08/03/2023",12
83,"08/04/2019",12
83,"08/04/2020",14
83,"08/04/2021",9
83,"08/04/2022",17
83,"08/04/2023",12
83,"08/05/2019",15
83,"08/05/2020",18
83,"08/05/2021",17
83,"08/05/2022",17
83,"08/05/2023",18
83,"08/06/2019",22
83,"08/06/2020",19
83,"08/06/2021",20
83,"08/06/2022",24
83,"08/06/2023",21
83,"08/07/2019",29
83,"08/07/2020",23
83,"08/07/2021",24
83,"08/07/2022",25
83,"08/07/2023",27
83,"08/08/2019",28
83,"08/08/2020",25
83,"08/08/2021",24
83,"08/08/2022",26
83,"08/08/2023",20
83,"08/09/2019",21
83,"08/09/2020",23
83,"08/09/2021",22
83,"08/09/2022",24
83,"08/09/2023",24
83,"08/10/2019",18
83,"08/10/2020",17
83,"08/10/2021",18
83,"08/10/2022",18
83,"08/10/2023",20
83,"08/11/2019",11
83,"08/11/2020",16
83,"08/11/2021",15
83,"08/11/2022",16
83,"08/11/2023",13
83,"08/12/2019",11
83,"08/12/2020",9
83,"08/12/2021",10
83,"08/12/2022",9
83,"08/12/2023",11
83,"09/01/2019",9
83,"09/01/2020",10
83,"09/01/2021",7
83,"09/01/2022",11
83,"09/01/2023",12
83,"09/02/2019",10
83,"09/02/2020",10
83,"09/02/2021",11
83,"09/02/2022",10
83,"09/02/2023",6
83,"09/03/2019",14
83,"09/03/2020",13
83,"09/03/2021",11
83,"09/03/2022",10
83,"09/03/2023",14
83,"09/04/2019",12
83,"09/04/2020",14
83,"09/04/2021",10
83,"09/04/2022",14
83,"09/04/2023",12
83,"09/05/2019",16
83,"09/05/2020",16
83,"09/05/2021",16
83,"09/05/2022",18
83,"09/05/2023",18
83,"09/06/2019",22
83,"09/06/2020",19
83,"09/06/2021",22
83,"09/06/2022",24
83,"09/06/2023",21
83,"09/07/2019",28
83,"09/07/2020",23
83,"09/07/2021",23
83,"09/07/2022",25
83,"09/07/2023",26
83,"09/08/2019",26
83,"09/08/2020",26
83,"09/08/2021",24
83,"09/08/2022",27
83,"09/08/2023",20
83,"09/09/2019",20
83,"09/09/2020",24
83,"09/09/2021",24
83,"09/09/2022",25
83,"09/09/2023",24
83,"09/10/2019",18
83,"09/10/2020",16
83,"09/10/2021",18
83,"09/10/2022",18
83,"09/10/2023",20
83,"09/11/2019",11
83,"09/11/2020",16
83,"09/11/2021",14
83,"09/11/2022",18
83,"09/11/2023",11
83,"09/12/2019",12
83,"09/12/2020",8
83,"09/12/2021",9
83,"09/12/2022",13
83,"09/12/2023",10
83,10/01/2019,7
83,10/01/2020,9
83,10/01/2021,7
83,10/01/2022,11
83,10/01/2023,11
83,10/02/2019,10
83,10/02/2020,14
83,10/02/2021,12
83,10/02/2022,11
83,10/02/2023,6
83,10/03/2019,16
83,10/03/2020,12
83,10/03/2021,10
83,10/03/2022,10
83,10/03/2023,15
83,10/04/2019,13
83,10/04/2020,13
83,10/04/2021,12
83,10/04/2022,11
83,10/04/2023,12
83,10/05/2019,17
83,10/05/2020,17
83,10/05/2021,16
83,10/05/2022,19
83,10/05/2023,20
83,10/06/2019,23
83,10/06/2020,18
83,10/06/2021,22
83,10/06/2022,23
83,10/06/2023,22
83,10/07/2019,26
83,10/07/2020,24
83,10/07/2021,22
83,10/07/2022,25
83,10/07/2023,26
83,10/08/2019,26
83,10/08/2020,26
83,10/08/2021,24
83,10/08/2022,27
83,10/08/2023,22
83,10/09/2019,17
83,10/09/2020,22
83,10/09/2021,23
83,10/09/2022,24
83,10/09/2023,24
83,10/10/2019,20
83,10/10/2020,18
83,10/10/2021,18
83,10/10/2022,20
83,10/10/2023,20
83,10/11/2019,10
83,10/11/2020,16
83,10/11/2021,16
83,10/11/2022,17
83,10/11/2023,13
83,10/12/2019,13
83,10/12/2020,6
83,10/12/2021,8
83,10/12/2022,10
83,10/12/2023,14
83,11/01/2019,6
83,11/01/2020,11
83,11/01/2021,7
83,11/01/2022,9
83,11/01/2023,12
83,11/02/2019,10
83,11/02/2020,15
83,11/02/2021,12
83,11/02/2022,12
83,11/02/2023,7
83,11/03/2019,14
83,11/03/2020,13
83,11/03/2021,12
83,11/03/2022,11
83,11/03/2023,17
83,11/04/2019,12
83,11/04/2020,14
83,11/04/2021,12
83,11/04/2022,11
83,11/04/2023,16
83,11/05/2019,18
83,11/05/2020,16
83,11/05/2021,16
83,11/05/2022,19
83,11/05/2023,18
83,11/06/2019,20
83,11/06/2020,18
83,11/06/2021,22
83,11/06/2022,23
83,11/06/2023,22
83,11/07/2019,25
83,11/07/2020,26
83,11/07/2021,25
83,11/07/2022,24
83,11/07/2023,26
83,11/08/2019,26
83,11/08/2020,26
83,11/08/2021,26
83,11/08/2022,26
83,11/08/2023,23
83,11/09/2019,22
83,11/09/2020,23
83,11/09/2021,22
83,11/09/2022,23
83,11/09/2023,23
83,11/10/2019,17
83,11/10/2020,16
83,11/10/2021,17
83,11/10/2022,19
83,11/10/2023,20
83,11/11/2019,12
83,11/11/2020,15
83,11/11/2021,17
83,11/11/2022,18
83,11/11/2023,13
83,11/12/2019,9
83,11/12/2020,7
83,11/12/2021,10
83,11/12/2022,7
83,11/12/2023,15
83,12/01/2019,7
83,12/01/2020,10
83,12/01/2021,7
83,12/01/2022,9
83,12/01/2023,13
83,12/02/2019,11
83,12/02/2020,12
83,12/02/2021,9
83,12/02/2022,11
83,12/02/2023,8
83,12/03/2019,9
83,12/03/2020,13
83,12/03/2021,14
83,12/03/2022,11
83,12/03/2023,18
83,12/04/2019,13
83,12/04/2020,14
83,12/04/2021,13
83,12/04/2022,13
83,12/04/2023,16
83,12/05/2019,18
83,12/05/2020,18
83,12/05/2021,15
83,12/05/2022,18
83,12/05/2023,15
83,12/06/2019,18
83,12/06/2020,20
83,12/06/2021,23
83,12/06/2022,23
83,12/06/2023,22
83,12/07/2019,27
83,12/07/2020,25
83,12/07/2021,23
83,12/07/2022,24
83,12/07/2023,26
83,12/08/2019,27
83,12/08/2020,25
83,12/08/2021,25
83,12/08/2022,26
83,12/08/2023,24
83,12/09/2019,22
83,12/09/2020,25
83,12/09/2021,22
83,12/09/2022,22
83,12/09/2023,24
83,12/10/2019,17
83,12/10/2020,16
83,12/10/2021,16
83,12/10/2022,19
83,12/10/2023,20
83,12/11/2019,12
83,12/11/2020,15
83,12/11/2021,17
83,12/11/2022,16
83,12/11/2023,14
83,12/12/2019,9
83,12/12/2020,10
83,12/12/2021,8
83,12/12/2022,7
83,12/12/2023,15
83,13/01/2019,10
83,13/01/2020,8
83,13/01/2021,12
83,13/01/2022,8
83,13/01/2023,12
83,13/02/2019,10
83,13/02/2020,10
83,13/02/2021,8
83,13/02/2022,10
83,13/02/2023,9
83,13/03/2019,12
83,13/03/2020,15
83,13/03/2021,12
83,13/03/2022,10
83,13/03/2023,14
83,13/04/2019,13
83,13/04/2020,14
83,13/04/2021,12
83,13/04/2022,15
83,13/04/2023,14
83,13/05/2019,17
83,13/05/2020,17
83,13/05/2021,16
83,13/05/2022,18
83,13/05/2023,15
83,13/06/2019,19
83,13/06/2020,19
83,13/06/2021,23
83,13/06/2022,25
83,13/06/2023,22
83,13/07/2019,29
83,13/07/2020,24
83,13/07/2021,22
83,13/07/2022,25
83,13/07/2023,29
83,13/08/2019,25
83,13/08/2020,26
83,13/08/2021,27
83,13/08/2022,26
83,13/08/2023,24
83,13/09/2019,23
83,13/09/2020,25
83,13/09/2021,23
83,13/09/2022,23
83,13/09/2023,23
83,13/10/2019,19
83,13/10/2020,14
83,13/10/2021,18
83,13/10/2022,19
83,13/10/2023,20
83,13/11/2019,11
83,13/11/2020,14
83,13/11/2021,16
83,13/11/2022,17
83,13/11/2023,18
83,13/12/2019,11
83,13/12/2020,11
83,13/12/2021,9
83,13/12/2022,8
83,13/12/2023,13
83,14/01/2019,14
83,14/01/2020,10
83,14/01/2021,12
83,14/01/2022,9
83,14/01/2023,12
83,14/02/2019,10
83,14/02/2020,14
83,14/02/2021,7
83,14/02/2022,10
83,14/02/2023,9
83,14/03/2019,12
83,14/03/2020,13
83,14/03/2021,12
83,14/03/2022,11
83,14/03/2023,15
83,14/04/2019,13
83,14/04/2020,15
83,14/04/2021,12
83,14/04/2022,15
83,14/04/2023,13
83,14/05/2019,16
83,14/05/2020,17
83,14/05/2021,17
83,14/05/2022,17
83,14/05/2023,16
83,14/06/2019,23
83,14/06/2020,21
83,14/06/2021,23
83,14/06/2022,22
83,14/06/2023,21
83,14/07/2019,25
83,14/07/2020,23
83,14/07/2021,22
83,14/07/2022,26
83,14/07/2023,25
83,14/08/2019,24
83,14/08/2020,26
83,14/08/2021,27
83,14/08/2022,26
83,14/08/2023,24
83,14/09/2019,24
83,14/09/2020,25
83,14/09/2021,23
83,14/09/2022,23
83,14/09/2023,22
83,14/10/2019,21
83,14/10/2020,15
83,14/10/2021,17
83,14/10/2022,21
83,14/10/2023,21
83,14/11/2019,9
83,14/11/2020,16
83,14/11/2021,13
83,14/11/2022,15
83,14/11/2023,18
83,14/12/2019,13
83,14/12/2020,10
83,14/12/2021,9
83,14/12/2022,11
83,14/12/2023,13
83,15/01/2019,11
83,15/01/2020,12
83,15/01/2021,11
83,15/01/2022,8
83,15/01/2023,12
83,15/02/2019,10
83,15/02/2020,11
83,15/02/2021,7
83,15/02/2022,10
83,15/02/2023,9
83,15/03/2019,17
83,15/03/2020,12
83,15/03/2021,12
83,15/03/2022,13
83,15/03/2023,13
83,15/04/2019,12
83,15/04/2020,15
83,15/04/2021,11
83,15/04/2022,17
83,15/04/2023,15
83,15/05/2019,14
83,15/05/2020,18
83,15/05/2021,16
83,15/05/2022,19
83,15/05/2023,17
83,15/06/2019,21
83,15/06/2020,22
83,15/06/2021,23
83,15/06/2022,24
83,15/06/2023,22
83,15/07/2019,23
83,15/07/2020,24
83,15/07/2021,23
83,15/07/2022,26
83,15/07/2023,25
83,15/08/2019,24
83,15/08/2020,26
83,15/08/2021,26
83,15/08/2022,26
83,15/08/2023,25
83,15/09/2019,23
83,15/09/2020,25
83,15/09/2021,24
83,15/09/2022,25
83,15/09/2023,23
83,15/10/2019,19
83,15/10/2020,14
83,15/10/2021,16
83,15/10/2022,20
83,15/10/2023,20
83,15/11/2019,9
83,15/11/2020,14
83,15/11/2021,14
83,15/11/2022,16
83,15/11/2023,18
83,15/12/2019,13
83,15/12/2020,13
83,15/12/2021,10
83,15/12/2022,13
83,15/12/2023,12
83,16/01/2019,10
83,16/01/2020,9
83,16/01/2021,8
83,16/01/2022,8
83,16/01/2023,10
83,16/02/2019,11
83,16/02/2020,11
83,16/02/2021,10
83,16/02/2022,12
83,16/02/2023,9
83,16/03/2019,15
83,16/03/2020,13
83,16/03/2021,13
83,16/03/2022,13
83,16/03/2023,11
83,16/04/2019,13
83,16/04/2020,14
83,16/04/2021,10
83,16/04/2022,17
83,16/04/2023,15
83,16/05/2019,13
83,16/05/2020,17
83,16/05/2021,17
83,16/05/2022,19
83,16/05/2023,19
83,16/06/2019,21
83,16/06/2020,21
83,16/06/2021,23
83,16/06/2022,25
83,16/06/2023,22
83,16/07/2019,23
83,16/07/2020,23
83,16/07/2021,22
83,16/07/2022,26
83,16/07/2023,25
83,16/08/2019,24
83,16/08/2020,25
83,16/08/2021,28
83,16/08/2022,25
83,16/08/2023,25
83,16/09/2019,23
83,16/09/2020,24
83,16/09/2021,23
83,16/09/2022,25
83,16/09/2023,23
83,16/10/2019,18
83,16/10/2020,14
83,16/10/2021,17
83,16/10/2022,19
83,16/10/2023,18
83,16/11/2019,9
83,16/11/2020,16
83,16/11/2021,15
83,16/11/2022,17
83,16/11/2023,14
83,16/12/2019,14
83,16/12/2020,12
83,16/12/2021,10
83,16/12/2022,12
83,16/12/2023,10
83,17/01/2019,11
83,17/01/2020,11
83,17/01/2021,9
83,17/01/2022,9
83,17/01/2023,10
83,17/02/2019,10
83,17/02/2020,13
83,17/02/2021,13
83,17/02/2022,17
83,17/02/2023,9
83,17/03/2019,12
83,17/03/2020,14
83,17/03/2021,12
83,17/03/2022,14
83,17/03/2023,12
83,17/04/2019,12
83,17/04/2020,13
83,17/04/2021,10
83,17/04/2022,16
83,17/04/2023,15
83,17/05/2019,14
83,17/05/2020,18
83,17/05/2021,17
83,17/05/2022,19
83,17/05/2023,18
83,17/06/2019,21
83,17/06/2020,21
83,17/06/2021,24
83,17/06/2022,24
83,17/06/2023,22
83,17/07/2019,24
83,17/07/2020,24
83,17/07/2021,24
83,17/07/2022,27
83,17/07/2023,27
83,17/08/2019,23
83,17/08/2020,26
83,17/08/2021,26
83,17/08/2022,24
83,17/08/2023,26
83,17/09/2019,22
83,17/09/2020,23
83,17/09/2021,23
83,17/09/2022,22
83,17/09/2023,25
83,17/10/2019,18
83,17/10/2020,14
83,17/10/2021,16
83,17/10/2022,20
83,17/10/2023,19
83,17/11/2019,9
83,17/11/2020,14
83,17/11/2021,14
83,17/11/2022,17
83,17/11/2023,15
83,17/12/2019,15
83,17/12/2020,13
83,17/12/2021,11
83,17/12/2022,9
83,17/12/2023,10
83,18/01/2019,9
83,18/01/2020,9
83,18/01/2021,8
83,18/01/2022,8
83,18/01/2023,7
83,18/02/2019,10
83,18/02/2020,13
83,18/02/2021,10
83,18/02/2022,14
83,18/02/2023,10
83,18/03/2019,13
83,18/03/2020,12
83,18/03/2021,10
83,18/03/2022,14
83,18/03/2023,12
83,18/04/2019,14
83,18/04/2020,15
83,18/04/2021,11
83,18/04/2022,13
83,18/04/2023,14
83,18/05/2019,15
83,18/05/2020,20
83,18/05/2021,17
83,18/05/2022,19
83,18/05/2023,17
83,18/06/2019,22
83,18/06/2020,20
83,18/06/2021,24
83,18/06/2022,25
83,18/06/2023,23
83,18/07/2019,24
83,18/07/2020,23
83,18/07/2021,25
83,18/07/2022,27
83,18/07/2023,28
83,18/08/2019,24
83,18/08/2020,26
83,18/08/2021,24
83,18/08/2022,23
83,18/08/2023,26
83,18/09/2019,23
83,18/09/2020,24
83,18/09/2021,22
83,18/09/2022,20
83,18/09/2023,25
83,18/10/2019,19
83,18/10/2020,13
83,18/10/2021,16
83,18/10/2022,19
83,18/10/2023,19
83,18/11/2019,7
83,18/11/2020,14
83,18/11/2021,14
83,18/11/2022,15
83,18/11/2023,13
83,18/12/2019,15
83,18/12/2020,13
83,18/12/2021,10
83,18/12/2022,11
83,18/12/2023,10
83,19/01/2019,7
83,19/01/2020,8
83,19/01/2021,8
83,19/01/2022,10
83,19/01/2023,6
83,19/02/2019,9
83,19/02/2020,12
83,19/02/2021,12
83,19/02/2022,12
83,19/02/2023,11
83,19/03/2019,11
83,19/03/2020,13
83,19/03/2021,9
83,19/03/2022,13
83,19/03/2023,13
83,19/04/2019,17
83,19/04/2020,14
83,19/04/2021,11
83,19/04/2022,14
83,19/04/2023,15
83,19/05/2019,15
83,19/05/2020,20
83,19/05/2021,17
83,19/05/2022,21
83,19/05/2023,16
83,19/06/2019,22
83,19/06/2020,20
83,19/06/2021,24
83,19/06/2022,25
83,19/06/2023,24
83,19/07/2019,24
83,19/07/2020,23
83,19/07/2021,25
83,19/07/2022,28
83,19/07/2023,28
83,19/08/2019,24
83,19/08/2020,24
83,19/08/2021,23
83,19/08/2022,26
83,19/08/2023,27
83,19/09/2019,22
83,19/09/2020,24
83,19/09/2021,21
83,19/09/2022,21
83,19/09/2023,23
83,19/10/2019,20
83,19/10/2020,14
83,19/10/2021,16
83,19/10/2022,19
83,19/10/2023,20
83,19/11/2019,10
83,19/11/2020,15
83,19/11/2021,13
83,19/11/2022,14
83,19/11/2023,15
83,19/12/2019,15
83,19/12/2020,12
83,19/12/2021,9
83,19/12/2022,12
83,19/12/2023,10
83,20/01/2019,8
83,20/01/2020,10
83,20/01/2021,11
83,20/01/2022,9
83,20/01/2023,7
83,20/02/2019,9
83,20/02/2020,11
83,20/02/2021,12
83,20/02/2022,12
83,20/02/2023,11
83,20/03/2019,10
83,20/03/2020,12
83,20/03/2021,8
83,20/03/2022,11
83,20/03/2023,12
83,20/04/2019,16
83,20/04/2020,15
83,20/04/2021,12
83,20/04/2022,14
83,20/04/2023,15
83,20/05/2019,16
83,20/05/2020,21
83,20/05/2021,17
83,20/05/2022,21
83,20/05/2023,16
83,20/06/2019,22
83,20/06/2020,21
83,20/06/2021,24
83,20/06/2022,25
83,20/06/2023,25
83,20/07/2019,24
83,20/07/2020,23
83,20/07/2021,24
83,20/07/2022,28
83,20/07/2023,30
83,20/08/2019,26
83,20/08/2020,25
83,20/08/2021,23
83,20/08/2022,26
83,20/08/2023,27
83,20/09/2019,22
83,20/09/2020,22
83,20/09/2021,22
83,20/09/2022,21
83,20/09/2023,21
83,20/10/2019,21
83,20/10/2020,15
83,20/10/2021,18
83,20/10/2022,19
83,20/10/2023,20
83,20/11/2019,11
83,20/11/2020,14
83,20/11/2021,13
83,20/11/2022,12
83,20/11/2023,17
83,20/12/2019,14
83,20/12/2020,13
83,20/12/2021,9
83,20/12/2022,14
83,20/12/2023,9
83,21/01/2019,8
83,21/01/2020,11
83,21/01/2021,12
83,21/01/2022,9
83,21/01/2023,7
83,21/02/2019,9
83,21/02/2020,12
83,21/02/2021,13
83,21/02/2022,14
83,21/02/2023,11
83,21/03/2019,11
83,21/03/2020,12
83,21/03/2021,8
83,21/03/2022,12
83,21/03/2023,13
83,21/04/2019,18
83,21/04/2020,16
83,21/04/2021,13
83,21/04/2022,15
83,21/04/2023,14
83,21/05/2019,17
83,21/05/2020,20
83,21/05/2021,15
83,21/05/2022,22
83,21/05/2023,18
83,21/06/2019,22
83,21/06/2020,24
83,21/06/2021,23
83,21/06/2022,25
83,21/06/2023,25
83,21/07/2019,25
83,21/07/2020,24
83,21/07/2021,24
83,21/07/2022,29
83,21/07/2023,28
83,21/08/2019,24
83,21/08/2020,25
83,21/08/2021,23
83,21/08/2022,26
83,21/08/2023,28
83,21/09/2019,20
83,21/09/2020,22
83,21/09/2021,20
83,21/09/2022,20
83,21/09/2023,21
83,21/10/2019,18
83,21/10/2020,18
83,21/10/2021,19
83,21/10/2022,21
83,21/10/2023,18
83,21/11/2019,11
83,21/11/2020,11
83,21/11/2021,12
83,21/11/2022,13
83,21/11/2023,15
83,21/12/2019,13
83,21/12/2020,12
83,21/12/2021,8
83,21/12/2022,15
83,21/12/2023,12
83,22/01/2019,6
83,22/01/2020,13
83,22/01/2021,12
83,22/01/2022,8
83,22/01/2023,6
83,22/02/2019,11
83,22/02/2020,11
83,22/02/2021,14
83,22/02/2022,13
83,22/02/2023,11
83,22/03/2019,13
83,22/03/2020,12
83,22/03/2021,10
83,22/03/2022,10
83,22/03/2023,12
83,22/04/2019,19
83,22/04/2020,15
83,22/04/2021,13
83,22/04/2022,14
83,22/04/2023,14
83,22/05/2019,17
83,22/05/2020,20
83,22/05/2021,17
83,22/05/2022,20
83,22/05/2023,19
83,22/06/2019,23
83,22/06/2020,24
83,22/06/2021,23
83,22/06/2022,25
83,22/06/2023,25
83,22/07/2019,25
83,22/07/2020,26
83,22/07/2021,24
83,22/07/2022,27
83,22/07/2023,27
83,22/08/2019,25
83,22/08/2020,28
83,22/08/2021,25
83,22/08/2022,25
83,22/08/2023,29
83,22/09/2019,20
83,22/09/2020,20
83,22/09/2021,21
83,22/09/2022,20
83,22/09/2023,22
83,22/10/2019,20
83,22/10/2020,19
83,22/10/2021,17
83,22/10/2022,21
83,22/10/2023,16
83,22/11/2019,13
83,22/11/2020,11
83,22/11/2021,13
83,22/11/2022,12
83,22/11/2023,15
83,22/12/2019,13
83,22/12/2020,12
83,22/12/2021,9
83,22/12/2022,14
83,22/12/2023,15
83,23/01/2019,6
83,23/01/2020,14
83,23/01/2021,10
83,23/01/2022,8
83,23/01/2023,6
83,23/02/2019,11
83,23/02/2020,13
83,23/02/2021,13
83,23/02/2022,11
83,23/02/2023,11
83,23/03/2019,13
83,23/03/2020,11
83,23/03/2021,10
83,23/03/2022,10
83,23/03/2023,13
83,23/04/2019,14
83,23/04/2020,16
83,23/04/2021,14
83,23/04/2022,14
83,23/04/2023,15
83,23/05/2019,17
83,23/05/2020,21
83,23/05/2021,19
83,23/05/2022,20
83,23/05/2023,20
83,23/06/2019,23
83,23/06/2020,23
83,23/06/2021,23
83,23/06/2022,24
83,23/06/2023,26
83,23/07/2019,27
83,23/07/2020,27
83,23/07/2021,24
83,23/07/2022,27
83,23/07/2023,26
83,23/08/2019,25
83,23/08/2020,27
83,23/08/2021,25
83,23/08/2022,25
83,23/08/2023,29
83,23/09/2019,21
83,23/09/2020,21
83,23/09/2021,20
83,23/09/2022,20
83,23/09/2023,20
83,23/10/2019,20
83,23/10/2020,18
83,23/10/2021,17
83,23/10/2022,21
83,23/10/2023,19
83,23/11/2019,14
83,23/11/2020,10
83,23/11/2021,13
83,23/11/2022,13
83,23/11/2023,12
83,23/12/2019,12
83,23/12/2020,12
83,23/12/2021,9
83,23/12/2022,16
83,23/12/2023,15
83,24/01/2019,8
83,24/01/2020,12
83,24/01/2021,10
83,24/01/2022,8
83,24/01/2023,9
83,24/02/2019,10
83,24/02/2020,13
83,24/02/2021,12
83,24/02/2022,11
83,24/02/2023,13
83,24/03/2019,14
83,24/03/2020,9
83,24/03/2021,11
83,24/03/2022,11
83,24/03/2023,14
83,24/04/2019,15
83,24/04/2020,16
83,24/04/2021,15
83,24/04/2022,14
83,24/04/2023,17
83,24/05/2019,17
83,24/05/2020,20
83,24/05/2021,16
83,24/05/2022,21
83,24/05/2023,19
83,24/06/2019,23
83,24/06/2020,23
83,24/06/2021,22
83,24/06/2022,24
83,24/06/2023,25
83,24/07/2019,27
83,24/07/2020,28
83,24/07/2021,25
83,24/07/2022,27
83,24/07/2023,26
83,24/08/2019,26
83,24/08/2020,25
83,24/08/2021,23
83,24/08/2022,25
83,24/08/2023,29
83,24/09/2019,21
83,24/09/2020,22
83,24/09/2021,20
83,24/09/2022,19
83,24/09/2023,19
83,24/10/2019,18
83,24/10/2020,17
